City,Date,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Computed_AQI,Computed_AQI_Bucket,Year,Month,Season
aizawl,12/18/2020,50.51,81.88,7.72,1.78,0.45,2.54,15.23,83.96517241,Satisfactory,2020,12,Winter
aizawl,12/19/2020,28.58,48.43,9.35,0.64,0.36,1.38,16.2,48.43,Good,2020,12,Winter
aizawl,12/20/2020,10.35,20.27,9.6,0.17,0.22,1.51,15.79,20.27,Good,2020,12,Winter
aizawl,12/21/2020,4.39,17.48,9.37,0.45,0.23,1.64,15,17.48,Good,2020,12,Winter
aizawl,12/22/2020,4.9,17.95,9.4,0.68,0.25,1.88,13.86,17.95,Good,2020,12,Winter
aizawl,12/23/2020,10.36,24.84,10.39,0.59,0.32,1.09,17.58,24.84,Good,2020,12,Winter
aizawl,12/24/2020,14.17,27.58,9.7,0.39,0.33,0.77,16.63,27.58,Good,2020,12,Winter
aizawl,12/25/2020,14.38,23.43,10.47,0.23,0.31,0.91,18.17,23.96666667,Good,2020,12,Winter
aizawl,12/26/2020,8.99,20.14,9.73,0.23,0.28,0.75,17.27,20.14,Good,2020,12,Winter
aizawl,12/27/2020,3.31,6.62,10.13,0.1,0.17,1.86,16.21,12.6625,Good,2020,12,Winter
aizawl,12/28/2020,3.38,7.6,7.22,0.53,0.19,2.09,14.49,9.5,Good,2020,12,Winter
aizawl,12/29/2020,5.92,17.21,6.02,0.67,0.23,1.06,16.3,17.21,Good,2020,12,Winter
aizawl,12/30/2020,3.43,12.58,6.21,0.49,0.24,0.79,16.61,12.58,Good,2020,12,Winter
aizawl,12/31/2020,2.34,11.8,7.27,0.31,0.21,2.17,16.38,11.8,Good,2020,12,Winter
gaziabad,2/27/2019,74.22,185.04,16,67.29,1.1,35.63,38.43,156.8386577,Moderate,2019,2,Winter
gaziabad,2/28/2019,110.21,227.33,14.56,63.37,0.98,48.11,39.57,266.5789655,Poor,2019,2,Winter
gaziabad,3/1/2019,97.53,195.58,28.42,74.62,0.78,54.92,39.65,223.292069,Moderate,2019,3,Summer
gaziabad,3/2/2019,131.02,206.25,22.33,81.45,1.21,19.8,52.67,308.6897674,Poor,2019,3,Summer
gaziabad,3/3/2019,65.76,122.33,8.68,59.74,1,39.86,44.23,117.2496552,Moderate,2019,3,Summer
gaziabad,3/4/2019,111.45,204.14,12.75,59.52,1.05,46.43,55.83,270.812069,Poor,2019,3,Summer
gaziabad,3/5/2019,71.06,160.04,12.55,57.37,0.8,58.21,55.92,140.2279195,Moderate,2019,3,Summer
gaziabad,3/6/2019,87.15,222.52,15.33,72.37,0.93,55.7,57.43,190.2706897,Poor,2019,3,Summer
gaziabad,3/7/2019,121.47,241.67,20.48,76.51,1,65.33,53.17,301.3606977,Poor,2019,3,Summer
gaziabad,3/8/2019,98.62,216.29,25.12,69.98,1.06,56.08,52.98,227.0131034,Poor,2019,3,Summer
gaziabad,3/9/2019,75.91,171.41,22.23,58.06,0.71,55.19,47.61,151.8996552,Moderate,2019,3,Summer
gaziabad,3/10/2019,65.46,178.64,16.91,65.15,0.95,80.07,37.24,152.5863087,Moderate,2019,3,Summer
gaziabad,3/11/2019,80.55,221.1,15.77,74.33,0.98,61.59,42.63,180.7979866,Poor,2019,3,Summer
gaziabad,3/12/2019,63.38,143.88,16.76,50.76,0.63,59.38,38.05,129.4907383,Moderate,2019,3,Summer
gaziabad,3/13/2019,105.43,269.52,22.35,72.18,1.39,43.32,41.12,250.2610345,Poor,2019,3,Summer
gaziabad,3/14/2019,118.45,231.78,21.89,57.22,1.07,39.62,47.51,294.7086207,Poor,2019,3,Summer
gaziabad,3/15/2019,73.04,144.02,30.68,60.57,0.71,58.57,37.67,142.102069,Moderate,2019,3,Summer
gaziabad,3/16/2019,61.1,148.6,18.6,54.51,0.68,78.63,36.55,132.6268456,Moderate,2019,3,Summer
gaziabad,3/17/2019,101.43,198.51,29.31,60.56,0.95,77.83,41.33,236.6058621,Moderate,2019,3,Summer
gaziabad,3/18/2019,108.55,245.96,36.53,70.33,1.12,81.52,40.02,260.912069,Poor,2019,3,Summer
gaziabad,3/19/2019,113.67,262.73,45.06,75.41,1.14,76.73,41.48,278.3906897,Poor,2019,3,Summer
gaziabad,3/20/2019,109.85,262.51,38.77,85.07,0.95,54.64,43.39,265.35,Poor,2019,3,Summer
gaziabad,3/21/2019,85.21,159.35,18.91,46.18,0.92,60.59,47.33,183.647931,Moderate,2019,3,Summer
gaziabad,3/22/2019,44.29,160.77,24.23,42.4,0.63,78.61,35.86,140.712953,Moderate,2019,3,Summer
gaziabad,3/23/2019,44.23,161.92,18.17,48.5,0.6,88.67,34.23,141.477047,Moderate,2019,3,Summer
gaziabad,3/24/2019,59.26,169.91,32.21,48.69,0.77,66.06,34.61,146.7858389,Moderate,2019,3,Summer
gaziabad,3/25/2019,79.08,179.32,36.42,49.58,0.97,46.41,42.62,162.7213793,Moderate,2019,3,Summer
gaziabad,3/26/2019,86.31,220.19,30.51,61.29,1.1,54.85,48.09,187.4031034,Poor,2019,3,Summer
gaziabad,3/27/2019,89.86,258.41,32.78,76.92,1.27,65.6,49.77,208.41,Poor,2019,3,Summer
gaziabad,3/28/2019,161.56,348.4,53.33,87.39,1.95,54.45,59.94,332.1274419,Very Poor,2019,3,Summer
gaziabad,3/29/2019,190.38,371.67,50.05,79.99,2.04,51.33,63.07,354.2451163,Very Poor,2019,3,Summer
gaziabad,3/30/2019,161.59,374.75,43.14,84.65,1.8,46.23,53.34,332.1504651,Very Poor,2019,3,Summer
gaziabad,3/31/2019,67.49,248.75,28.39,52.05,0.82,69.75,43.84,199.1694631,Poor,2019,3,Summer
gaziabad,4/1/2019,54.5,212.25,28.29,53.51,0.74,80.56,52.6,174.9177852,Poor,2019,4,Summer
gaziabad,4/2/2019,148.15,306.98,53.71,66.9,1.18,66.35,58.58,321.8360465,Very Poor,2019,4,Summer
gaziabad,4/3/2019,109.25,286.42,38.57,81.13,1.18,83.96,53.99,263.3017241,Poor,2019,4,Summer
gaziabad,4/4/2019,176.92,356.18,60.58,94.72,1.61,50.46,61.34,343.9153488,Very Poor,2019,4,Summer
gaziabad,4/5/2019,181.16,378.13,42.96,88.34,2.29,38.59,58.07,347.1693023,Very Poor,2019,4,Summer
gaziabad,4/6/2019,140.36,401.94,43.78,64.73,2.05,57.5,48.75,364.8362025,Severe,2019,4,Summer
gaziabad,4/7/2019,141.59,315.11,39.04,55.97,1.76,40.05,54.92,316.8016279,Very Poor,2019,4,Summer
gaziabad,4/8/2019,89.26,350.61,24.24,64.99,1.53,52.37,48.05,197.4737931,Very Poor,2019,4,Summer
gaziabad,4/9/2019,99.41,229.74,27.13,61.58,1.7,55.3,47.3,229.71,Poor,2019,4,Summer
gaziabad,4/10/2019,137.54,322.45,48.04,83.06,2.03,58.66,52.14,313.6934884,Very Poor,2019,4,Summer
gaziabad,4/11/2019,98.07,243.44,39.74,49.78,1.76,69.97,39.93,225.1355172,Poor,2019,4,Summer
gaziabad,4/12/2019,83.33,272.94,33.94,50.06,1.72,61.23,38.99,222.94,Poor,2019,4,Summer
gaziabad,4/13/2019,97.27,259.52,43.87,45.83,1.58,58.31,36.42,222.4044828,Poor,2019,4,Summer
gaziabad,4/14/2019,74.37,224.63,46.34,42.95,1.19,55.05,31.97,183.1434228,Poor,2019,4,Summer
gaziabad,4/15/2019,70.59,291.3,28.04,69.56,1.97,51,36.18,241.3,Poor,2019,4,Summer
gaziabad,4/16/2019,48.97,194.65,14.69,55.2,1.35,48.98,38.11,163.2238255,Moderate,2019,4,Summer
gaziabad,4/17/2019,21.7,93.45,12.55,65.92,1.01,46.28,29.2,93.45,Satisfactory,2019,4,Summer
gaziabad,4/18/2019,53.45,129.42,19.65,50.67,1.48,71.17,29.89,119.8830872,Moderate,2019,4,Summer
gaziabad,4/19/2019,115.88,270.41,46.31,75.43,1.87,62.66,42.51,285.9351724,Poor,2019,4,Summer
gaziabad,4/20/2019,111.51,357.96,30.25,101.12,2.32,79.18,50.07,309.7220253,Very Poor,2019,4,Summer
gaziabad,4/21/2019,135.76,350,26.78,98.4,2.65,68.92,55.63,312.3274419,Very Poor,2019,4,Summer
gaziabad,4/22/2019,105,284.11,29.08,81.67,1.7,58.43,53.95,248.7931034,Poor,2019,4,Summer
gaziabad,4/23/2019,144.67,383.71,31.96,94.83,1.98,68.56,59.11,341.9910127,Very Poor,2019,4,Summer
gaziabad,4/24/2019,105.11,359.49,26.7,64.04,1.17,82.31,52.85,311.6393671,Very Poor,2019,4,Summer
gaziabad,4/25/2019,84.08,325.74,26.44,41.74,0.91,89.81,45.43,275.74,Very Poor,2019,4,Summer
gaziabad,4/26/2019,119.25,325.01,44.33,46.26,0.99,62.9,37.5,297.4396552,Very Poor,2019,4,Summer
gaziabad,4/27/2019,90.69,451.85,28.99,49.72,0.95,63.13,28.95,430.9152174,Severe,2019,4,Summer
gaziabad,4/28/2019,84.28,405.76,38.06,42.72,0.81,72.53,26.62,369.6232911,Severe,2019,4,Summer
gaziabad,4/29/2019,100.04,367.95,46.94,66.99,1.16,57.86,37.87,322.2411392,Very Poor,2019,4,Summer
gaziabad,4/30/2019,113.09,364.23,39.37,100.01,1.1,70.66,54.53,317.5793671,Very Poor,2019,4,Summer
gaziabad,5/1/2019,122.47,391.43,43.84,73.61,0.9,70.67,52.58,351.665443,Very Poor,2019,5,Summer
gaziabad,5/2/2019,68.97,321.53,19.15,52.54,0.79,90.9,50.72,271.53,Very Poor,2019,5,Summer
gaziabad,5/3/2019,44.91,193.61,15.72,66.61,0.72,86.74,43.89,162.5328188,Moderate,2019,5,Summer
gaziabad,5/4/2019,79,288.94,28.87,65.12,1.11,78.66,38.26,238.94,Poor,2019,5,Summer
gaziabad,5/5/2019,96.65,338.8,24.52,70.89,1.34,81.17,35.77,288.8,Very Poor,2019,5,Summer
gaziabad,5/6/2019,157.43,506.49,53.01,111.23,2.36,96.58,57.59,328.957907,Severe,2019,5,Summer
gaziabad,5/7/2019,161.28,557.43,46.78,109.12,1.75,83.48,59,331.9125581,Severe,2019,5,Summer
gaziabad,5/8/2019,175,621.79,46.09,95.64,2.12,58.69,63.31,342.4418605,Severe,2019,5,Summer
gaziabad,5/9/2019,178.95,636.32,44.33,109.05,2.06,78.35,73.64,345.4732558,Severe,2019,5,Summer
gaziabad,5/10/2019,117.18,514.58,23.84,87.91,1.07,81.8,63.06,290.3731034,Severe,2019,5,Summer
gaziabad,5/11/2019,131.71,430.05,29.98,61.69,1.43,89.25,57.45,309.2193023,Severe,2019,5,Summer
gaziabad,5/12/2019,215.01,514.21,35.53,75.16,1.76,83.75,53.06,373.1472093,Severe,2019,5,Summer
gaziabad,5/13/2019,192.51,486.38,41.28,85.35,1.09,76.75,69.43,480.4582609,Severe,2019,5,Summer
gaziabad,5/14/2019,78.67,157.99,20.56,66.76,0.8,75.31,57.45,161.3217241,Moderate,2019,5,Summer
gaziabad,5/15/2019,102.53,214.8,26.31,70.65,1.4,40.53,68.01,240.3610345,Poor,2019,5,Summer
gaziabad,5/16/2019,97.78,259.6,20.1,75.15,1.27,53.32,61.65,224.1455172,Poor,2019,5,Summer
gaziabad,5/17/2019,128.73,399.29,26.22,78.1,1.02,63.42,61,361.5153165,Very Poor,2019,5,Summer
gaziabad,5/18/2019,60.56,139.15,16.06,56.17,0.82,72.09,45.19,126.3479866,Moderate,2019,5,Summer
gaziabad,5/19/2019,95.12,220.09,22.29,58.67,1.69,104.02,43.9,215.0648276,Poor,2019,5,Summer
gaziabad,5/20/2019,123.4,318.35,41.48,79.2,1.11,87.93,48.81,302.8418605,Very Poor,2019,5,Summer
gaziabad,5/21/2019,94.7,268.04,27.42,80.65,0.94,74.38,49.2,218.04,Poor,2019,5,Summer
gaziabad,5/22/2019,100.5,354.44,26.19,111.27,2,65.71,61.25,305.3108861,Very Poor,2019,5,Summer
gaziabad,5/23/2019,140.61,345.33,33.68,92.76,1.7,82.08,71.87,316.0495349,Very Poor,2019,5,Summer
gaziabad,5/24/2019,63.04,140.03,13.43,49.03,0.64,48.13,55.76,126.9326846,Moderate,2019,5,Summer
gaziabad,5/25/2019,52.13,159.39,18.26,45.45,0.66,80.28,36.46,139.7960403,Moderate,2019,5,Summer
gaziabad,5/26/2019,78.18,186.88,32.05,55.13,1.14,97.12,36.72,159.6489655,Moderate,2019,5,Summer
gaziabad,5/27/2019,91.09,253.25,36.15,75.88,1.03,81.33,42.33,203.25,Poor,2019,5,Summer
gaziabad,5/28/2019,72.52,242.76,27.53,77.35,0.84,91.37,40.64,195.1895302,Poor,2019,5,Summer
gaziabad,5/29/2019,85.69,246.07,38.68,81.62,1.18,91.04,45.6,197.3887919,Poor,2019,5,Summer
gaziabad,5/30/2019,112.72,349.38,38.8,106.68,1.48,70.02,65.27,299.38,Very Poor,2019,5,Summer
gaziabad,5/31/2019,105.73,396.4,34.6,80.71,1.26,78.63,50.16,357.8936709,Very Poor,2019,5,Summer
gaziabad,6/1/2019,97.21,284.42,37.66,61.05,1.07,75.1,61.48,234.42,Poor,2019,6,Monsoon
gaziabad,6/2/2019,63.66,209.36,24.29,57.63,1.01,84.46,53.35,172.9975839,Poor,2019,6,Monsoon
gaziabad,6/3/2019,57.29,292.67,15.6,49,0.78,71.96,39.61,242.67,Poor,2019,6,Monsoon
gaziabad,6/4/2019,45.92,134.36,29.16,59.89,1.09,78.54,36.25,123.1653691,Moderate,2019,6,Monsoon
gaziabad,6/5/2019,73.85,227.58,32.91,84.8,1.62,79.43,47.78,185.1034899,Poor,2019,6,Monsoon
gaziabad,6/6/2019,67.84,273.13,20.12,80.22,1.03,106.92,46.85,223.13,Poor,2019,6,Monsoon
gaziabad,6/7/2019,55.47,149.72,16.18,65.04,0.94,94.9,42.9,133.3710067,Moderate,2019,6,Monsoon
gaziabad,6/8/2019,89.49,243.7,34.26,100.3,2.31,61.9,56.53,198.2589655,Poor,2019,6,Monsoon
gaziabad,6/9/2019,125.38,344.03,39.74,110.59,2.52,76.23,69.99,304.3613953,Very Poor,2019,6,Monsoon
gaziabad,6/10/2019,95.07,311.19,25.57,116.71,2.2,67.91,69.23,261.19,Very Poor,2019,6,Monsoon
gaziabad,6/11/2019,113.29,467.85,22.98,95.8,1.5,45.5,53.36,453.8717391,Severe,2019,6,Monsoon
gaziabad,6/12/2019,50.85,226.19,23.31,70.05,0.66,87.93,43.97,184.1799329,Poor,2019,6,Monsoon
gaziabad,6/13/2019,60.81,228,26.18,88.78,0.95,92.53,46.29,185.3825503,Poor,2019,6,Monsoon
gaziabad,6/14/2019,59.31,264.79,21.45,80.05,1.03,88.82,35.75,214.79,Poor,2019,6,Monsoon
gaziabad,6/15/2019,87.74,341.85,31.02,87.83,1.05,84.34,45.78,291.85,Very Poor,2019,6,Monsoon
gaziabad,6/16/2019,45.19,258.61,11.08,48.73,0.6,71.29,33.86,208.61,Poor,2019,6,Monsoon
gaziabad,6/17/2019,47.04,233.64,14,61.07,0.79,61.69,40.91,189.1299329,Poor,2019,6,Monsoon
gaziabad,6/18/2019,38.65,110.55,13.33,67.52,1.44,70.07,60.01,107.345302,Moderate,2019,6,Monsoon
gaziabad,6/19/2019,90.26,277.65,30.89,82.68,1.22,61.74,76.07,227.65,Poor,2019,6,Monsoon
gaziabad,6/20/2019,47.64,157.44,19.01,83.52,0.93,85.12,62.79,138.5004027,Moderate,2019,6,Monsoon
gaziabad,6/21/2019,80.48,219.54,25.26,82.43,1.41,69.2,67.23,179.7614765,Poor,2019,6,Monsoon
gaziabad,6/22/2019,76.64,207.92,36.51,72.91,1.19,89.52,58.13,172.0408054,Poor,2019,6,Monsoon
gaziabad,6/23/2019,27.16,107.86,19.45,63.65,0.68,58.91,53.88,105.5579866,Moderate,2019,6,Monsoon
gaziabad,6/24/2019,15.52,70.99,10.91,59.56,0.77,46.88,48.17,74.31897436,Satisfactory,2019,6,Monsoon
gaziabad,6/25/2019,36.64,109.16,18.18,74.6,0.94,60.53,51.56,106.421745,Moderate,2019,6,Monsoon
gaziabad,6/26/2019,64.36,176.24,25.04,78.52,1.12,59.57,57.49,150.9916779,Moderate,2019,6,Monsoon
gaziabad,6/27/2019,72.61,292.01,24.25,83.3,1.07,58.76,58.15,242.01,Poor,2019,6,Monsoon
gaziabad,6/28/2019,60.3,288.6,15.49,80.5,0.75,50.26,52.67,238.6,Poor,2019,6,Monsoon
gaziabad,6/29/2019,63.56,341.36,20.79,74.27,0.78,67.12,53.25,291.36,Very Poor,2019,6,Monsoon
gaziabad,7/17/2019,45.11,154.05,5.07,55.15,0.73,5.41,147.93,136.2479866,Moderate,2019,7,Monsoon
gaziabad,7/18/2019,46.59,127.91,9.3,82.98,1.58,56.58,83.32,118.8797987,Moderate,2019,7,Monsoon
gaziabad,7/19/2019,69.36,172.35,11.42,54.28,1.67,46.3,67.9,148.407047,Moderate,2019,7,Monsoon
gaziabad,7/20/2019,48.79,119.28,8.14,54.71,1.39,37.09,67.47,113.1457718,Moderate,2019,7,Monsoon
gaziabad,7/21/2019,41.83,96.54,10.59,42.15,1.45,31.41,62.32,96.54,Satisfactory,2019,7,Monsoon
gaziabad,7/22/2019,51.74,115.96,9.67,42.65,1.81,35.41,67.16,110.9398658,Moderate,2019,7,Monsoon
gaziabad,7/23/2019,62.51,160.35,13.33,58.35,1.61,43.87,75.13,140.4338926,Moderate,2019,7,Monsoon
gaziabad,7/24/2019,66.24,168.73,12.07,74.05,0.7,32.98,86.44,146.0018121,Moderate,2019,7,Monsoon
gaziabad,7/25/2019,23.08,69.43,6.27,50.48,0.89,24.5,60.72,69.43,Satisfactory,2019,7,Monsoon
gaziabad,7/26/2019,17.71,34.93,9.3,34.83,0.69,25.66,41.11,43.5375,Good,2019,7,Monsoon
gaziabad,7/27/2019,16.01,31.79,6.44,35.31,0.73,20.97,38.45,44.1375,Good,2019,7,Monsoon
gaziabad,7/28/2019,16.82,41.91,8.9,30.84,0.59,22.2,36.45,41.91,Good,2019,7,Monsoon
gaziabad,7/29/2019,13.06,46.81,7.69,31.76,0.65,21.69,43.94,46.81,Good,2019,7,Monsoon
gaziabad,7/30/2019,19.07,61.07,7.82,31.44,0.72,17.28,49.22,61.07,Satisfactory,2019,7,Monsoon
gaziabad,7/31/2019,19.59,65.19,8.98,32.9,0.71,24.82,49.74,65.19,Satisfactory,2019,7,Monsoon
gaziabad,8/1/2019,32.35,75.61,10.3,37.16,0.69,22.88,50.21,75.61,Satisfactory,2019,8,Monsoon
gaziabad,8/2/2019,26.32,72.41,8.02,32.78,0.64,21.92,48.16,72.41,Satisfactory,2019,8,Monsoon
gaziabad,8/3/2019,23.43,51.02,5.83,35.41,0.84,12.77,47.62,51.02,Satisfactory,2019,8,Monsoon
gaziabad,8/4/2019,29.66,73.81,9.45,36.5,0.97,15.16,49.39,73.81,Satisfactory,2019,8,Monsoon
gaziabad,8/5/2019,50.32,109.33,13.45,44.9,1.04,18.58,61.15,106.534698,Moderate,2019,8,Monsoon
gaziabad,8/6/2019,33.78,55.24,7.87,35.87,1.46,12.49,62.12,70.6,Satisfactory,2019,8,Monsoon
gaziabad,8/7/2019,19.99,63.2,7.51,32.4,0.95,13.52,43.03,63.2,Satisfactory,2019,8,Monsoon
gaziabad,8/8/2019,20.97,78.68,12.69,33.88,0.88,12.92,43.21,78.68,Satisfactory,2019,8,Monsoon
gaziabad,8/9/2019,6.62,43.31,10.58,28.22,0.95,27.54,37.39,47.5,Good,2019,8,Monsoon
gaziabad,8/10/2019,10.92,35.66,8.73,46.22,1.6,24.59,42.36,78.22222222,Good,2019,8,Monsoon
gaziabad,8/11/2019,28.1,80.59,11.89,58.83,0.96,18.37,69.76,80.59,Satisfactory,2019,8,Monsoon
gaziabad,8/12/2019,29.32,103.37,9.38,57.41,1.05,56.14,55.18,102.574698,Moderate,2019,8,Monsoon
gaziabad,8/13/2019,26.97,76.93,8.64,57.48,1.38,18.1,56.71,76.93,Satisfactory,2019,8,Monsoon
gaziabad,8/14/2019,31.59,56.86,18.93,58.69,1.76,31.78,60.77,86.93333333,Satisfactory,2019,8,Monsoon
gaziabad,8/16/2019,9,37.36,7.41,19.76,0.43,10.77,52.89,37.36,Satisfactory,2019,8,Monsoon
gaziabad,8/17/2019,4.45,12.57,5.74,22.89,0.92,9.28,34.67,46,Good,2019,8,Monsoon
gaziabad,8/18/2019,14.99,39.8,8.54,34.68,1.11,19.23,33.62,51.54444444,Good,2019,8,Monsoon
gaziabad,8/19/2019,48.82,89.04,6.25,36.3,1.3,35.75,30.92,89.04,Satisfactory,2019,8,Monsoon
gaziabad,8/20/2019,58.08,112.53,9.9,37.41,1.03,27.44,35.08,108.6608725,Moderate,2019,8,Monsoon
gaziabad,8/21/2019,90.32,172.14,11.52,41.81,0.96,27.4,50.51,148.2675168,Moderate,2019,8,Monsoon
gaziabad,8/22/2019,63.03,165.62,8.52,41.39,1.37,23.17,61.09,143.9354362,Moderate,2019,8,Monsoon
gaziabad,8/23/2019,66.99,196.41,11.88,52.55,1.51,27.63,70.37,164.3932215,Moderate,2019,8,Monsoon
gaziabad,8/24/2019,99.82,195.87,12.88,46.35,1.72,14.99,78.04,231.1096552,Moderate,2019,8,Monsoon
gaziabad,8/25/2019,36.26,58.6,9.01,33.15,0.89,11.26,49.16,59.88758621,Satisfactory,2019,8,Monsoon
gaziabad,8/26/2019,16.15,63.34,11.31,31.97,1.02,11.02,39.77,63.34,Satisfactory,2019,8,Monsoon
gaziabad,8/27/2019,70.4,135.71,17.95,35.7,1.14,11.78,44.09,133.0896552,Moderate,2019,8,Monsoon
gaziabad,8/28/2019,49.54,101.41,18.78,36.13,1.07,14.61,43,101.2724161,Moderate,2019,8,Monsoon
gaziabad,8/29/2019,39.75,93.03,9.89,34.03,0.88,19.66,40.14,93.03,Satisfactory,2019,8,Monsoon
gaziabad,8/30/2019,44.15,112.45,18.27,42.4,1.01,15.18,50.01,108.6077181,Moderate,2019,8,Monsoon
gaziabad,8/31/2019,71.51,169.06,12.63,48.13,1.33,33.02,54.85,146.2210738,Moderate,2019,8,Monsoon
gaziabad,9/1/2019,34.32,65.74,7.75,33.17,0.95,17.62,42.19,65.74,Satisfactory,2019,9,Monsoon
gaziabad,9/2/2019,52.91,102.46,11.11,35.52,1.05,24.61,41.52,101.9700671,Moderate,2019,9,Monsoon
gaziabad,9/3/2019,74.37,145.02,10.52,37.86,1.16,20.53,46.66,146.6424138,Moderate,2019,9,Monsoon
gaziabad,9/4/2019,66.74,126.4,12.95,40.74,1.1,21.84,47.12,120.5951724,Moderate,2019,9,Monsoon
gaziabad,9/5/2019,37.64,83.15,10.69,29.54,1.07,9.04,41.18,83.15,Satisfactory,2019,9,Monsoon
gaziabad,9/6/2019,38.7,88.35,13.18,33.49,0.86,10.23,42.58,88.35,Satisfactory,2019,9,Monsoon
gaziabad,9/7/2019,41.8,111.32,10.93,34.64,0.85,9.15,47.26,107.8569128,Moderate,2019,9,Monsoon
gaziabad,9/8/2019,31.42,74,11.76,27.76,0.95,14.33,39.34,74,Satisfactory,2019,9,Monsoon
gaziabad,9/9/2019,59.06,150.15,9.46,31.33,0.92,24.35,45.48,133.6567114,Moderate,2019,9,Monsoon
gaziabad,9/10/2019,81.55,176.67,13.29,30.38,1.22,28.8,44.35,171.1534483,Moderate,2019,9,Monsoon
gaziabad,9/11/2019,96.11,208.72,13.15,67.92,1.3,28.77,58.98,218.4444828,Poor,2019,9,Monsoon
gaziabad,9/12/2019,62.98,124.55,13.23,50.78,0.77,14.36,48.79,116.6473154,Moderate,2019,9,Monsoon
gaziabad,9/13/2019,29.06,72.78,10.18,55.3,0.87,11.57,37.28,72.78,Satisfactory,2019,9,Monsoon
gaziabad,9/14/2019,24.83,63.88,8.99,43.07,0.69,15.99,29.64,63.88,Satisfactory,2019,9,Monsoon
gaziabad,9/15/2019,32.44,69.36,5.32,45.01,1.01,7.49,31.32,69.36,Satisfactory,2019,9,Monsoon
gaziabad,9/16/2019,97.8,165.64,8.43,57.52,1.12,16.48,42.19,224.2137931,Moderate,2019,9,Monsoon
gaziabad,9/17/2019,89.32,171.12,7.03,65.75,1.19,14.63,46.96,197.6786207,Moderate,2019,9,Monsoon
gaziabad,9/18/2019,34,78.73,9.89,51.89,0.75,12.5,32.76,78.73,Satisfactory,2019,9,Monsoon
gaziabad,9/19/2019,24.44,58.97,16.03,37.16,0.65,9,21.01,58.97,Satisfactory,2019,9,Monsoon
gaziabad,9/20/2019,44.63,94.2,15.23,38.81,0.9,8,19.85,94.2,Satisfactory,2019,9,Monsoon
gaziabad,9/21/2019,49.84,119.73,20.87,40.37,0.69,15.95,21.76,113.4447651,Moderate,2019,9,Monsoon
gaziabad,9/22/2019,30.96,56.85,8,26.76,0.65,7.67,18.86,56.85,Satisfactory,2019,9,Monsoon
gaziabad,9/23/2019,34.72,66.61,14.8,30.39,0.63,8,19.74,66.61,Satisfactory,2019,9,Monsoon
gaziabad,9/24/2019,44.72,90.38,8.84,22.13,0.82,8,22.64,90.38,Satisfactory,2019,9,Monsoon
gaziabad,9/25/2019,40.84,70.49,8.24,14.1,0.86,7.29,24.34,70.49,Satisfactory,2019,9,Monsoon
gaziabad,9/26/2019,21.86,50.49,6.79,7.33,0.79,3.43,21.4,39.5,Satisfactory,2019,9,Monsoon
gaziabad,9/27/2019,12.53,38.69,5.24,9.43,0.66,5.25,20.62,38.69,Good,2019,9,Monsoon
gaziabad,9/28/2019,22.08,46.82,8.99,13.54,0.56,4.77,21.25,46.82,Good,2019,9,Monsoon
gaziabad,9/29/2019,13.57,27.72,10.99,10.38,0.48,6.79,15.92,27.72,Good,2019,9,Monsoon
gaziabad,9/30/2019,30.06,60.14,7.27,16.66,0.69,12.25,16.76,60.14,Satisfactory,2019,9,Monsoon
gaziabad,10/1/2019,42.06,78.54,11.65,22.1,0.66,9.52,19.23,78.54,Satisfactory,2019,10,Post-Monsoon
gaziabad,10/2/2019,47.23,92.96,7.63,22.54,0.85,14.03,20.39,92.96,Satisfactory,2019,10,Post-Monsoon
gaziabad,10/3/2019,76.26,138.45,11.45,37.23,1.03,28.54,26.99,153.0944828,Moderate,2019,10,Post-Monsoon
gaziabad,10/4/2019,55.56,99.28,8.89,30.41,0.59,42.7,24.58,99.28,Satisfactory,2019,10,Post-Monsoon
gaziabad,10/5/2019,43.73,108.18,10.06,36.62,0.6,37.58,22.17,105.770604,Moderate,2019,10,Post-Monsoon
gaziabad,10/6/2019,64.06,123.77,10.76,28.82,0.49,55.97,27.36,116.1290604,Moderate,2019,10,Post-Monsoon
gaziabad,10/7/2019,76.45,155.81,11.61,27.82,0.54,41.28,29.08,153.7431034,Moderate,2019,10,Post-Monsoon
gaziabad,10/8/2019,45.55,121.93,11.39,33.04,0.54,47.53,25.98,114.9065101,Moderate,2019,10,Post-Monsoon
gaziabad,10/9/2019,91.61,129.78,8.14,39.72,0.99,4.59,30.88,203.0824138,Moderate,2019,10,Post-Monsoon
gaziabad,10/11/2019,97.02,205.85,19.52,67.22,1.46,57.54,38.59,221.5510345,Poor,2019,10,Post-Monsoon
gaziabad,10/12/2019,135.94,239.58,12.47,57.46,1.29,30.45,43.47,312.4655814,Poor,2019,10,Post-Monsoon
gaziabad,10/13/2019,164.38,255.69,14.62,54.3,1.26,28.72,45.11,334.2916279,Poor,2019,10,Post-Monsoon
gaziabad,10/14/2019,151.39,253.72,11.31,59.62,1.38,29.89,47.59,324.3225581,Poor,2019,10,Post-Monsoon
gaziabad,10/15/2019,186.05,301.78,16.82,69.73,1.82,26.38,51.13,350.922093,Very Poor,2019,10,Post-Monsoon
gaziabad,10/16/2019,210.14,325.37,15.32,55.9,1.68,11.03,52.18,369.4097674,Very Poor,2019,10,Post-Monsoon
